Review Site,Ski Area,Review Date,class,Review Star Rating (out of 5),Review Text
Tripadvisor,Red Lodge,16-Dec,negative,2,"Joined extended family for a ski/snowboard vacation at Red Lodge and left disappointed in the experience at Red Lodge Mountain. While the town of Red Lodge is very quaint and the people are extraordinarily nice, the mountain and runs are very lacking. First, for beginners like my youngest child, there were no good options. The one run that really caters to beginners (Miami Beach) was hampered by a chairlift that was shut down for a significant portion on two separate days and then was coaxed to work by skipping every other chair for at least three more days. Second, for intermediate skiers there are a few okay runs, but none of them were fantastic and many were very icy and seemed to be over-groomed. And this has been a fairly decent season weather-wise. There are a decent number of expert runs, but none of them were all that long. Again, the weather has been pretty good here this season so far, but there were very few runs that had good powder. They are hopeful to open a few more runs in the upcoming days, but that will do us no good. Our family took a day trip and went to Bridger Bowl just north of Bozeman (a 2-1/2 drive from Red Lodge) and were blown away by how much better that mountain was ... and the cost was the same. If you want to go on a nice ski vacation in Montana, there are many better options than Red Lodge."
Tripadvisor,Red Lodge,15-Nov,negative,3,My husband and I went up to the Lodge to watch the skiers and snow boarders come down the mountain. Had a hot chocolate and just relaxed.
Tripadvisor,Red Lodge,16-Mar,negative,3,"Since ND had no snow, we went to Red Lodge. We got our lift tickets in advance &amp; skied a total of 7 the 3 weekends we were out there. The lift attendants were very professional &amp; courteous! Hard to find in this day &amp; age. The staff in the rental shop(skied w/one of them) &amp; the staff at the store were also great!. The ski instructors were always busy. I had thought about doing the learn &amp; earn package, that way they could get off the bunny hill &amp; do some skiing w/another ski instructor. But we didn't have time. The staff at the Midway Chalet were great &amp; the Staff at the Bierstube were always courteous. The ""Stube"" was always packed when we were there, &amp; the staff was always apologizing for our food taking so long. I have been in their shoes &amp; understand. We always thanked them &amp; told them we are ok &amp; not in a hurry. It put a couple of the waitresses at ease! kudos to Madeline for busting her buns the 3 weekends we were there."
Tripadvisor,Red Lodge,12-Oct,negative,3,"Grew up on this mountain and love it just because it's the local place to hang out - you're constantly running into people you know. :) When it gets good snow, it's completely epic. Most of the year, it seems you're dodging a few ice patches and/or rocky spots, but that's just the essence of Red Lodge. :) Plus, if you know where to go, you'll get the good white stuff!"
Tripadvisor,Red Lodge,12-Jul,negative,3,Really cute town with shops and restaurants. Easy to get around in by foot or car. Easy access to the mountains - Yellowstone and skiing.
Tripadvisor,Red Lodge,15-Dec,negative,3,So much fun when there is not a lot of people. Had zero lines on Christmas Eve it was a lot of fun!!!
Tripadvisor,Red Lodge,15-Dec,negative,3,Everyone was very helpful and welcoming. Great mountain with staff that was always so nice and caring.
Tripadvisor,Red Lodge,15-Dec,negative,3,1st time I purchased tickets online////saved 34%/// dropped the boys and their mother off///parked the truck///walked back to ticket office showed the confirmation paper tickets were given to me///boys were on lift within 10 minutes///// very nice service
Tripadvisor,Red Lodge,15-Dec,negative,2,"Half or less open ,bare spots ,rocks ,ice, everything (walking wise) seems to be up hill, anything from parking area to lifts. Seems more like an east resort. Maybe wrong time w/low snow."
Tripadvisor,Red Lodge,14-Feb,negative,3,"The line cooks don't understand how to cook more than a single order at a time. Forty minutes after we ordered our waitress assured us it would be ready in 'just a minute'. Ten minutes later, she assured us again. Five minutes later she brought us the hamburger, and then informed us the sausages had just been put on the grill. In total - one hour and five minutes to get a hamburger, two sausages and a cup of soup. Yes, the place was full and a few tables outside were occupied. Everyone seemed to be going through the same hostage scenario. I've worked as a line cook, a waiter, and bartender, so I know the capabilities and expectations of a kitchen, and this kitchen is totally incompetent. At the very, very least they should inform anyone wishing to order food how long they should expect to wait."
Tripadvisor,Red Lodge,13-Feb,negative,3,Having enough snow can be an issue at any resort. RLM has more snow making equipment than any resort I've ever seen. The terrain is really varied so there's something for everybody. The prices are very reasonable the drinks are good the food is great and there is a party in town every night.
Tripadvisor,Red Lodge,,negative,3,Fair prices along with a good time if theres snow. I've been a few times and when theres snow this place is a blast! If not it seems the snow they make themselves was super icy and the skiing/boarding was no fun.
Tripadvisor,Red Lodge,14-Dec,negative,3,"While there is a nice beginners area near the base, Red Lodge Mountain has plenty of room for advanced skiers with some potentially deep powder and trees on the advanced Cole Creek side. Lift lines are seldom and the mountain is large enough, it doesn't seem crowded. Even before Cole Creek was open, we could still find glade skiing on the rest of the mountain after a nice Christmas storm."
Tripadvisor,Red Lodge,14-Dec,negative,1,The snow was packed ice and the staff was rude. Even on main runs there were sticks and rocks sticking up everywhere. All in all I was very disappointed with my experience. I won't be back.
Tripadvisor,Red Lodge,,negative,3,"Red Lodge Mtn is great. Small ski resort w little lift lines, great staff and the food is always great. Try the soups and sandwiches. We will be back."
Tripadvisor,Red Lodge,14-Nov,negative,2,"We skied Red Lodge Mountain on Thanksgiving weekend. There were hardly any lines but they had issues with lifts on a couple of different occasions. They have one high speed quad which was not open at the time of our visit. Group ski lessons were 1:1 instructor to student but no GPS device to see how much they've skied as they have at Winter Park, Colorado. The powder was deep. We sat on a broken lift for thirteen minutes in seriously cold weather. We were slightly perplexed at the lack of barricade on the dirt road leading to the mountain. There is no base lodge hotel, buildings are dated but there is a mid mountain dining spot and several buildings at the base that house rental shop, retail, and restaurants. At the mid-mountain lodge there was a significant collection of dead moths on the handrails leading to the bathroom however none ended up in our food. A beer here costs $4.75 and that's microbrew draft. Due to the fact that half the mountain was closed lift tickets were selling at the half day rate. Book two days for about $60 advance online and there are also good deals to be had at liftopia. Still, I find myself yearning for my favorite Colorado mountain with serious bumps, high speed lifts, and multiple dining options on the mountain."
Tripadvisor,Red Lodge,14-Apr,negative,3,"Second consecutive year of skiing at Red Lodge and the hill continues to deliver. Diverse terrain - including some real steeps and challenging side-country skiing - along with long blues and greens; small numbers; friendly and helpful staff and locals; and real value. \n\nOh, and the snow is just the icing on the cake - simply epic at times. \n\nLiving in Manitoba, we still feel that the skiing at Red Lodge makes the drive down south of the border totally worthwhile. We'll definitely be back!\n\nTip: the lift ticket is already cheap but still look for the deals to be had at Liftopia.com"
Tripadvisor,Red Lodge,14-Jul,negative,3,"If you are in the area, don't pass up the drive to Red Lodge via the Beartooth pass. It is incredible and the town of Red Lodge is absolutely charming!"
Tripadvisor,Red Lodge,15-Feb,negative,3,"Groomers and power runs. Very nice lodge close to the summit, but unfortunately only open on weekends. Fortunately, the restrooms ARE open all days."
Tripadvisor,Red Lodge,15-Mar,negative,2,"Skied two days at Bridger Bowl, but knew that Red Lodge had received 17 inches of snow two days before, so decided to go there. Spent most of the time skiing the Palisades area. Great runs and a high speed lift. With the new snow, the rest of the ski area was great. If weather turns warm, they may lose snow fast."
Tripadvisor,Red Lodge,15-Feb,negative,3,"I have never been to Montana and had a few days off work so I decided to take myself snow boarding. I am a skier but want to learn snow boarding. The drive to Red Lodge was exciting; it is such beautiful country. Red Lodge is a quaint little town with many shops and places to eat. The drive up to Red Lodge Mountain from the town is also exciting. I was particularly fastinated by the sign that requires you to have snow chains or a vehicle that can navigate the steep, often snow laden passage. I realized why on my second day to the hill as I had to climb the mountain in very near white out conditions. Which only caused me to be more excited. Once at the lodge the staff were very helpful and attentive in getting my gear, rental, and onto the slopes. I went right to the Magic Carpet (bunny hill) as my lesson did not start for another hour. The Lift Attendant (aka: Liftie), Bob was so helpful in giving me pointers to get me started. Then, my lesson with Brianna was excellent. She helped me to form a good foundation. My second day on the slopes I went up the Miami Beach Lift. It was snowing the second day so that meant very different skiing conditions. But, the tools that Brianna gave me equipped me for all conditions. I look forward to continuing to snow board and hopefully soon be able to carve like Brianna. Thank you Red Lodge. You have great employees and you gave me a superb snow boarding experience. I look forward to coming back."
Tripadvisor,Red Lodge,15-Jan,negative,3,"My buddy and I decided that we werent going to hit the slopes the first day. My wife and her friend stll wanted to so we decided to go hit up the bar there. That place is FUN. The food was good but the beers and the environment were awesome. They even had the Packer/Seahawk game on. Next time we are in Red Lodge I am going to hit the slopes, which my wife told me was great. No chair lift wait times really. Only problem is that the power went out and the lifts stopped working for about a half hour or so. I would recommend checking this place out whether your skiing or not!! You will have fun either way."
Tripadvisor,Red Lodge,16-Jan,negative,3,"Our 5 year old daughter got a great lesson from Ronald. We had a good time, even though the snow was pretty thin. We will be back when there is more snow. Pack a lunch, the food is expensive for what you get."
Tripadvisor,Red Lodge,16-Jan,negative,3,"We made a ""last minute"" decision to enjoy Red Lodge Mountain while my daughter was home on Holiday break from College-While the snow wasn't great the combined low price of lift tickets on line and low gas prices made it a great day! No lines at the lifts, food, rentals,etc-great parking and the staff was professional and courteous-It's a shame more people don't take advantage of the combined value and fun-We had a really nice Father-Daughter day that was low key, low stress,affordable, and enjoyable-I would-(and probably will) do a mid week visit to my favorite ski area again-Montana Values from a great Montana Ski destination-Thanks for the great day!-"
Tripadvisor,Red Lodge,16-Jan,negative,3,"The skiing and scenery were sublime, to top it off the locals and staff were very welcoming and friendly, the hospitality here is second to none."
Tripadvisor,Red Lodge,15-Dec,negative,2,Extremely Friendly staff. The backside of the mountain was closed. Single digit temperatures outside.
Tripadvisor,Red Lodge,15-Dec,negative,2,"Overall, this trip went well... except EVERY TIME we come we have trouble with the lockers! Took $3 from us, so we ended up just throwing our bag on top of locker &amp; hope it didn't get stolen! Grrr! Lock stuff in car!!!"
Tripadvisor,Red Lodge,16-Jan,negative,3,"I'm a terrible skier, so take my review for what it's worth. I had great fun learning, the staff was courteous and nice, the slopes were great."
Tripadvisor,Red Lodge,16-Jan,negative,3,Had a great time on the mountain with family. My kids are beginner snowboarders and this is a great place for them to learn and master their skills.
Tripadvisor,Red Lodge,16-Jan,negative,3,"My first visit to Red Lodge Mountain was on a Saturday, so it was crowded with families but since there is enough room to spread out, this didn't present a problem. There were no long lines for lifts. There were lots of people in the lodge, but enough room to accommodate them comfortably. There were lots of options on the trails for skiers of all levels. The only drawback was the snow quality was not great. On the website, the base depth was listed as 18"" to 20"". I don't think I came across an area that had more than 10"" and there were large patches of dirt exposed in some of the busier areas. With a deeper base and some powder, this would be a great place to ski!"
Tripadvisor,Red Lodge,16-Jan,negative,2,"No snow, which was not fault of resort, but was treated terribly. MOST important, the only two decent runs were horrid by ski racing, one both days, one run wasn't properly signed and led us (with two 3 year olds) to black diamond runs - with NO WARNING; on the second day, we 'broke; the tape on the practice run to get our young ones down safely and were stopped and berated by the ""practice"" team. I am a former professional snowboarder, and it has been a long time since I have been so disappointed in a resort."
Tripadvisor,Red Lodge,15-Dec,negative,3,"My most recent visit to Red Lodge, I was welcomed by 16"" of new powder! Needless to say, my day on the mountain was great. I grew up skiing Red Lodge and always love going there, even if the snow isn't good, it's a good excuse to sit in the Bierstube!"
Tripadvisor,Red Lodge,15-Dec,negative,2,"Came here with family to snowboard. Before we got on first lift, lift attendent walked passed us and said ""ugh, snowboarders"". We had a good half day, then at two pm the lift attendents started checking for leashes so wouldn't let us up the lifts unless we went to shops to buy a leash. Evidently this is a state law, but we live in Montana and have never ever had this happen and we are frequent snowboarders all over the state. The new snowboards do not need this device because we strap or foot in when we go on the lift. So no other mountain enforces this outdated law because of this reason. Would not recommend this resort if you are a snowboarder. Unless you want to spend $7 at the store for a leash (and put a ring on your boot too because they don't even make a place to put a leash on new boots)"
Tripadvisor,Red Lodge,15-Jul,negative,3,It is a great end to driving the Bear Tooth Highway. Perfect way to close out the scenic drive and get a few more fantastic views.
Tripadvisor,Red Lodge,14-Dec,negative,3,"Small town ski area feel. Good runs, nice variety of terrain. Mostly an intermediate's mountain but there is some expert terrain if you seek it out. Lift system seems a bit disjointed but functional. Red Lodge town is fun at night for plenty of apris ski activities."
Tripadvisor,Red Lodge,15-Jul,negative,3,We loved the mountain and all of the scenery after taking the Beartooth Highway(route 212) from tower junction in Yellowstone to Red Lodge. Take your time and enjoy the sites around this beautiful mountain. Great views from every angle!
Tripadvisor,Red Lodge,15-Mar,negative,3,Great ski classes the instructors are super nice a good variety of slopes a great little place for beginners I'll come back every year :)
Tripadvisor,Red Lodge,14-Jul,negative,3,it's really awesome small town in the valley of mountains. best to visit in summer and ski seasons. It is in the way to Yellowstone national park. It is place to take holiday from concrete jungle cities and nurture nature.
Tripadvisor,Red Lodge,17-Mar,negative,3,Best spring skiing in years! Friendly staff with lots of cold beers on tap! Not crowded at all! Excellent snow!
Tripadvisor,Red Lodge,17-Mar,negative,3,"If you are looking for a TRUE Montana ski experience try Red Lodge Mountain. Over the past several years I have seen skiers wearing cowboy hats and jeans, a moose crossing the road heading up the mountain and deer running across a ski run. Many days you feel like you have the place to you and 10 friends. Even when there's lots of people the lift lines move along quickly. This is a great place to have a family Montana ski vacation that gives you a ski town feel without needing to take out a loan to pay for it. If pretentious skiers is what you're looking for this is NOT your place. But if you seek a great family friendly mountain with fun runs and amazing views and is often referred to be considered a hidden gem, you found your place. A lift ride conversation here, may very well end in a long-lasting friendship!"
Tripadvisor,Red Lodge,17-Mar,negative,3,"Despite a cloudy day, we had a blast skiing here. The staff was extremely friendly and helpful as we were not familiar with the slopes. The slopes were in good condition and runs were great. The only hinderance, very little visibility because of snow and a cloud was out of their control. I hope I can come back and ski there again."
Tripadvisor,Red Lodge,17-Mar,negative,3,We had a great 3 days of skiing. The weather was nice and warm. Roughly 50 each day. The first day was a little icy but after that it was great. We were able to ski the entire mountain. Many of the chutes on cold creek even opened up.
Tripadvisor,Red Lodge,17-Feb,negative,2,"Hard ice which made it difficult to ski, maybe a refund should have been offered or not sold ski lift tickets."
Tripadvisor,Red Lodge,17-Feb,negative,3,"My 11 year old went up with some friends for a long weekend. When I asked him how it was, he said ""I'm sore"". To me that's a huge 2 Thumbs up! He also went up the triple chair and said he went off a couple boxes. He wants to go back every weekend!! Thanks Red Lodge for helping my boy make memories!"
Tripadvisor,Red Lodge,17-Jan,negative,3,"We visited Red Lodge over the New Year holiday and had an amazing time! All the staff employed at Red Lodge Mountain were wonderful, from the parking attendants, gift shop, snack bar, to the lift attendants. You can tell that they all love their jobs, they were always smiling and greeting us, asking how the runs are and suggesting where to go next. Thanks for a great ski vacation, can't wait to go back!"
Tripadvisor,Red Lodge,17-Jan,negative,3,"The terrain and skiing are good. The bathrooms in the base lodge are gross -- on par with a seedy truck stop. The base lodge is rather small and is crowded on busy days. Lifts are slow and on the latest trip one lift was running at half speed due to a mechanical issue that purportedly won't be fixed until next year. Food and beverage prices are very high, quality is average at best. The town of Red Lodge is very nice."
Tripadvisor,Red Lodge,16-Dec,negative,3,We had a great time at Red Lodge skiing. It was windy one day but was awesome the others. My kids are new to skiing and they loved the good options for green runs.
Tripadvisor,Red Lodge,16-Dec,negative,3,"We were at Red Lodge the week between Christmas and New Years. Lift lines were short and the staff was great. Very fun, relaxed ski area."
Tripadvisor,Red Lodge,19-Jan,negative,2,Mountain wasn’t groomed. Like at all. Gift shop only had huge sizes in both men’s and women’s clothes. The Stube (restaurant/bar) needs to be bigger it was soooo crowded you couldn’t walk. Draft beers were good but the famous beer cheese dip was nothing special.
Tripadvisor,Red Lodge,18-Dec,negative,3,Great skiing in a true Western town. Great prices for amazing skiing. Easy drive from Red Lodge up the mountain. No shuttle though
Tripadvisor,Red Lodge,18-Dec,negative,3,This is a cute mountain. Am I supposed to say cute? Haha First time I have been there. Certainly different than the big resorts in Wyoming and Utah but I liked the atmosphere. Seemed very family friendly. \nThe conditions were way different than I expected but again early season and not really knowing the mountain well we were in some runs that weren’t my cup of tea. Overall it was a good experience and if we go back it will be later in the season. \nThe magic carpet and beginning area was great!! My husband took our 3 year old down on her snowboard and the price is perfect~ free!!
Tripadvisor,Red Lodge,18-Mar,negative,2,"We visited during March of 2018 for my son to compete in a free-ride competition and unfortunately the snow conditions were poor. There was plenty of snow but we hit it after a week of warm weather and then cold temps the days were we there left the snow rock hard to icy. The lower mountain groomers were ok in the afternoon after the sun had softened them a bit. The chairs that service the area from the bottom near the lodge are S-L-O-W. Right at the base there is a triple chair, a carpet tow for the beginner area, a double that accesses easy terrain, and another double that starts a little higher up but accesses the same terrain as the triple. But once you get back in the Cole Creek and Palisades areas, those have high speed quads to move you along. The terrain would be fabulous with some fresh snow. The view from the top of the Grizzly chair is amazing, and skiing down in the Palisades area is very picturesque. So it's got a lot going for it and would be a great area with better snow. There's also a midway chalet on the upper part of the mountain that offers a nice bar and grill."
Tripadvisor,Red Lodge,18-Mar,negative,3,Great little spring break trip! Would recommend to anyone who is learning or already a master! The lift operators are very nice and helpful if you need directions! The lodge is a very welcoming area with a cozy wood fireplace smell!
Tripadvisor,Red Lodge,18-Mar,negative,3,"Altitude without the attitude! This is a great, no frills, skiing mountain; no lines, no crowds on the hill, VERY picturesque and inexpensive tickets! Limited options for group lessons in comparisons to other larger resorts. But, the instructor, Jake, we got for our 9 year old in a group and then in a private was excellent. \n\nFood and beverages at the Bierstube were surprisingly reasonable! \n\nAll in all, this ski resort is an excellent value!! Our family would recommend this ski resort!"
Tripadvisor,Red Lodge,17-Jan,negative,3,Good mountain for family. A little slick but good. Why isn't there a tubing hill? Really disappointed it doesn't have one as it would be great for families. Need a bigger chalet for hanging out.
Tripadvisor,Red Lodge,17-Jan,negative,3,Had a great time with the family skiing and snowboarding. Decently priced and the staff were very helpful and friendly. Will go again for sure.
Tripadvisor,Red Lodge,16-Dec,negative,3,"It was windy this particular day, so a bit of the mountain was closed. As always, though, Red Lodge is a great resort. I'm from Billings so it's close, prices are reasonable, and the people are always nice. Great time, despite the weather."
Tripadvisor,Red Lodge,17-Jan,negative,3,"Had a good day with the kids, the magic carpet was a little busy at times but not bad. The lines for the lifts were not bad, got right on the chair almost ever time. Just need more snow."
Tripadvisor,Red Lodge,17-Mar,negative,3,"After traveling 900 miles from Minneapolis, I did not expect I would need a tank to navigate their terrible parking lot. Their are holes that you could lose your vehicle in..........terrible."
Tripadvisor,Red Lodge,17-Mar,negative,3,"Red Lodge is a quaint, family friendly ski resort. There is something for all levels of skiers. The staff are super helpful and pleasant. We have been going to Red Lodge for 5 years and have not been disappointed with our experience. The only variable is the conditions, but they have been good 80% of the time."
Tripadvisor,Red Lodge,17-Mar,negative,3,Red Lodge should have compensated for the power outage. Lifts turned on at 11:45. We were among the first to arrive before 9 am.
Tripadvisor,Red Lodge,17-Mar,negative,3,We had a great day on the mountain with our church youth group. Everyone had fun and the snow was quite good. The Staff were excellent!
Tripadvisor,Red Lodge,18-Jan,negative,3,"I have skied 50 years. Started in Michigan in the 60's. Since then I have skied alll of Colorado ,parts of Utah and Tahoe. Stood in line a lot. Red Lodge is the quintessential ski resort. Low key , needs more quads lifts but harkens back to a time when you could take your family skiing and not go broke. Nice long runs , fast cruisers, moguls if you want. No Lines ! Walk to the parking lot bring your grille and cook out for lunch. Not a big resort at almost 17000 acres but big enough and similar to many smaller Colorado resorts. I love Vail and the back bowls but if you are near Billings and want a really nice day of skiing at a fair price go to Red Lodge. The town is perfect Western also ,low key and casual."
Tripadvisor,Red Lodge,17-Feb,negative,3,We had a great time skiing. Fresh powder both days. Meet lots of fun people. We will be back next year.
Tripadvisor,Red Lodge,17-Feb,negative,3,"14 inches of new snow! short lift lines, very helpful staff. good lessons for the young ones, and great hard runs for the more experienced skiers in our group. very good overall 2 days on the mountain!"
Tripadvisor,Red Lodge,16-Apr,negative,2,"So this part of the country has super unpredictable snow. Was a terrible season for Red Lodge, but they got this late season storm (after they closed for the season) that brought 55"" of really wet snow, so they reopened the first week of April with super cheap lift ticket prices, so we went. Had an absolute blast. My girlfriend grew up on the east coast and hates powder skiing (I know, I know, it's a point of contention in our relationship... haha) so even though there was a lot of snow, the heaviness made it more like groomed skiing. I though there was a good variety of runs (granted only half the mountain was open) and it felt like pretty good access. The snow was super sticky, but we had a blast. I can see where the skiing can be rough with little snow though. The mid mountain lodge was great with good beer specials and the perfect location really. The rental shop was very efficient and the pricing was reasonable. I really hope they can have more low price ticket days to attract people from the region. My only 2 complaints were that the retail shop was very disappointing, granted end of the season, but they didn't even appear to sell skies or anything besides some socks and sweatshirts. And The road up to the mountain is a little rough with some bad potholes. There were survey stakes all the way up though, so I would assume this is getting remedied this summer."
Tripadvisor,Red Lodge,16-Feb,negative,3,"Loved Red Lodge Mountain &amp; all employees were so friendly! Our grandchildren ages 7,8, &amp; 4 years old all took ski lessons, there first time ever skiing! Instructors were great &amp; kids skiied like they have been skiing forever, adults had lessons too &amp; learned so much, forever grateful for all the wonderful memories!"
Tripadvisor,Red Lodge,16-Feb,negative,2,The Good:\nEvery employee was friendly and helpful. They seemed genuinely glad we were there. We rented equipment and it was in good condition. The mountain has a little something for every level of skier. We come to ski Red lodge from California to get away from the crowds and the cost is reasonable for our family of five. \nThe Bad:\nRed Lodge was having unseasonably warm weather and not much snow. The groomed runs were fine for us beginners though. \nThe Ugly:\nMy son hit a tree and broke his leg! The ski patrol did an absolutely amazing job putting him in a traction splint and getting him off the mountain. I can't thank them enough for their professionalism and expertise. When we were completely helpless they took over and got us to safety. \n\nWe will ski Red Lodge again. I highly recommend wearing a helmet and staying away from the trees!\n
Tripadvisor,Red Lodge,17-Mar,negative,3,"Great weather, friendly staff. Beautiful sunny day l. Lots of activities. 90s big air competition was fun. Nothing like sun, cut off jeans and spread eagles!!!"
Tripadvisor,Red Lodge,17-Jul,negative,3,We drove up to the mountain. It was a gorgeous day and the views were wonderful. I imagine it is a great place to ski in the winter.
Tripadvisor,Red Lodge,17-Jul,negative,3,As a novice skier I enjoy the ease of riding down Miami Beach. The staff has been friendly and helpful every time we have been there. \nThe snowboarding lessons for our son were extremely helpful and affordable. They showed kindness and patience with him which made the rest of the trip even more enjoyable.
Tripadvisor,Red Lodge,17-Jun,negative,3,"Found it.......perfection. \nAmericans need to see this place as classic USA small town beauty and charm. 2200 residents but the town has it all.....mountain beauty, skiing, outdoor everything, at least one parade a month, gateway to Yellowstone via "" America's most beautiful drive""....according to Charles Kuralt."
Tripadvisor,Red Lodge,17-May,negative,3,"We stayed at the Red Lodge Inn in Red Lodge Montana. Daniel &amp;Tiffany are the owners, and they are very accomodating, and the rooms are very clean. We will stay there again in the near future."
Tripadvisor,Red Lodge,17-May,negative,3,"From Billings, MT to Red Lodge town (56 miles) you will see the gateway to Yellowstone Park with wonderful and unbelievable views, by Beartooth highway! Trees, snow, ice, bears! The place is unforgettable!"
Tripadvisor,Red Lodge,17-Apr,negative,2,"We had a fantastic day April 1st on our way home. We were going to ski Big Sky again but the snow looked good at Red Lodge and wanted to try it. The conditions were exactly as reported and it was the best day we had all week! It is so much north facing that the steep trees were deep powder still even on a warm day. The open slopes were fine, too. It was late afternoon before it got sticky. There were no rocks anywhere. Staff was great, online tickets saved us a bunch of money compared to the big places, food good at the midway lodge. Only complaint, and this is lame, is that we had to walk up several flights of stairs after we parked because we got there late on a powder day Saturday and the lot was full. The triple is a little long and slow but Cole Creek was a great lift and all are comfortable. Plenty of mix of terrain for all of us to ski together most of the time, intermediate to advanced. Definitely worth trying for a couple days this season yet."
Tripadvisor,Red Lodge,17-Feb,negative,2,icy Way to expensive. For what you get. If I had to do it again I would have went to Bridger bowl.for about the same money.
Tripadvisor,Red Lodge,17-Feb,negative,3,"Has better runs than found on the east and Midwest, especially for he price. There are NO lift lines."
Tripadvisor,Red Lodge,17-Feb,negative,3,"We like to hit the slopes here for a day, get-away. The drive is fairly short from Billings and the scenery is nice year round. The skiing conditions are really good this year, other than the warmer days of late causing some crust on the dust."
Tripadvisor,Red Lodge,17-Feb,negative,3,"Great day. Haven't been to the mountain for over 20 years, just moved back to Billings. In our 50's, but think it's time to get back into it. People at the rental shack were great, mountain looks in good shape. We'll be back!"
Tripadvisor,Discovery,19-Mar,negative,3,"Truthfully I was not skiing on this last visit because of an injury but my friends and my family had a wonderful time and I was super jealous as I have enjoyed skiing here in years past. The front side of the mountain is great green and blues, which our kids loved having some independence to ski on their own. The backside is for the more experienced skier and has some wicked black and double black runs that overlook the valley containing the adorable little town of Phillipsburg. But even sitting on the sidelines, I had a great day soaking up the sun, knitting and reading. I even joined an online meeting from the lodge."
Tripadvisor,Discovery,19-Feb,negative,1,Don't do kinderski unless you want your child to stand around for two hours. No one bothered to call the next day to discuss this concern as they said they would. Discussed with the owner and he made me feel bad for calling. Terrible experience. Do not recommend unless you want instructors to make your kid cry then ignore them. Incredible waste of money with the worst customer service and complete disregard for the well being of children I've ever experienced.
Tripadvisor,Discovery,18-Mar,negative,3,"Fresh snow and uncrowded slopes and an extreme discount! We were turned on to Discovery Ski mountain by cousins who live in Missoula MT after another trip we had planned fell through over lack of snow. Discovery is just a ski area though and not a true resort. We stayed outside of Missoula and drove about 45 miles to the ski area. It wasn’t too far but I did have to drive in the snow. Next trip I’m considering renting a house at Georgetown lake near the foot of the mountain to be a little closer. The mountain has tons of trails for every level of skier or snowboarder. We didn’t have to wait in lift lines at all. Seriously never had more than three people ahead of us. There is a restaurant where you can warm up and get eats and drinks. It was very inexpensive compared to what we were used to. The workers in the rental shop, at the restaurant, and the patrol on the slopes were all very nice and accommodating. One of the children snowboarding in our group did a hard face plant. The snow patrol took him to a recovery / 1st aid area where he was checked for concussion and cleared before being allowed to continue. The rentals were inexpensive as were the lift tickets. Amazingly I returned home from this vacation with money leftover in our vacation fund! I should also add that while it wasn’t easy to find flights into Missoula MT that the airport was easy and we injoyed our time in the city of Missoula as well."
Tripadvisor,Discovery,18-Mar,negative,3,Really great rental shop staff-Chris provided awesome customer service! Thank you! \nThe mountain is amazing and we had a ton of fun. Really hated the lifts on the backside of the mountain though - definitely in need of some upgrades :)
Tripadvisor,Discovery,18-Feb,negative,3,Discovery is a fabulous place where family and friends meets to have a great time! Their kids ski classes is absolutely awesome! Their instructors are great and have lots of love for the kids! Always great to have a cookie and hot coco when the kids are done!
Tripadvisor,Discovery,17-Jan,negative,3,I have been to Discovery multiple times with my kids. The mountain has runs for all skill levels and has a terrain park for snowboarders to enjoy. I have never experienced lift lines here and the last time I went the temp was -20 deg so there was only a hand full of people on the whole mountain... (no locals just crazy travelers on vacation like me) The staff at the day lodge and the lift operators have always maintained a fun and happy attitude which will rub off on you. The bar at the day lodge offered a large selection of spirits and the food served is yummy. There are nice options for lodging nearby like Georgetown Lake Lodge and Fairmont Hot Springs Resort as well as Hotel/Motel options. Your whole family will enjoy the mountain on a lower budget than the other larger ski mountains.
Tripadvisor,Discovery,16-Feb,negative,1,"The skiing itself was excellent...uncrowded and good snow. however...\n\nTheir website advertised a price of $30 for college students on the 27th of February. When we arrived they refused to honor this price, siting that it was supposed to be the 28th. When we suggested that we would not be returning the owner shrugged and said he didn't care. We felt very unwelcome and that the $1000+ we'd spent for lodging and skiing wasn't wanted...even though there were roughly 100 people there on a Saturday. BEWARE that the advertised price might not be what they ask for at the window!"
Tripadvisor,Discovery,16-Feb,negative,3,"We love discovery, the way the owners treat their staff, the great maintenance and care to make it a great experience. Soup with a roll is the ticket in the cafeteria, and don't forget the awesome chocolate chip cookies."
Tripadvisor,Discovery,16-Jan,negative,3,"Discovery has a wide variety of terrain to suit every skier. For more advanced skiers, the terrain off the back has a nice, steep, consistent pitch with runs through the trees, wide groomers or bumps to choose from. The base lodge is nothing fancy but works well and is great for families."
Tripadvisor,Discovery,15-Apr,negative,3,This ski area is our family favorite place to ski. The run are wide open. People are so friends There is levels for every one skiing level. We make this trip one a year and I love every minute of it.
Tripadvisor,Discovery,15-Mar,negative,3,"I regret passing Disco Basin on I90 too many times, that won't happen again-vertical, value, terrain, high altitude snow reliability and a bowl to humble the best. Thank goodness there are low key mountain resorts like this where the roots of riding live. If you are a local, you're blessed with this gem and probably know it. Thanks for sharing."
Tripadvisor,Discovery,15-Jan,negative,3,"This is a great small ski hill! Most runs were open and it wasn't too crowded. Needed to be groomed but due to the rain, it was impossibile to make the conditions good. I like the small town feel and the small crowd. The bar made a great bloody mary and I heard the soups are great!"
